order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,category,sub-category,product_name,sales,quantity,discount,profit
Ca-105391,2024-03-06,2025-04-22,Standard Class,Cust-2386,Christopher Jackson,Corporate,South,Furniture,Chairs,Multi-Layered Fault-Tolerant Support,3911.57,7,0.01,82.52
Ca-270617,2024-07-03,2025-05-03,Same Day,Cust-7293,Tiffany Hernandez,Corporate,South,Office Supplies,Labels,Public-Key Encompassing Concept,4281.31,9,0.03,727.89
Ca-570747,2023-11-02,2025-05-08,Second Class,Cust-5533,Steve Jones,Home Office,East,Furniture,Chairs,Programmable Demand-Driven Orchestration,649.78,10,0.41,43.99
Ca-883459,2024-07-15,2025-05-02,Same Day,Cust-5663,Sarah Parker,Corporate,West,Technology,Accessories,Quality-Focused Executive Architecture,2046.11,2,0.0,793.16
Ca-759037,2025-01-02,2025-04-30,First Class,Cust-8598,Aaron Howe,Corporate,West,Office Supplies,Art,Ergonomic Systemic Access,3230.53,8,0.46,229.72
Ca-548221,2024-08-23,2025-04-21,Standard Class,Cust-1693,Anthony Hawkins,Corporate,Central,Technology,Machines,Organized Hybrid Migration,3022.58,2,0.35,520.37
Ca-714882,2023-04-19,2025-04-28,Same Day,Cust-8242,Marc Ross,Consumer,South,Technology,Machines,Exclusive Interactive Structure,1821.07,10,0.06,939.84
Ca-705510,2023-09-06,2025-04-10,First Class,Cust-4119,Charles Spears,Home Office,Central,Office Supplies,Art,Synergized Full-Range Contingency,3436.32,2,0.16,636.31
Ca-302943,2025-04-03,2025-04-10,First Class,Cust-7038,William West,Consumer,West,Furniture,Bookcases,Mandatory Bi-Directional Website,1216.56,7,0.47,530.27
Ca-673068,2023-06-03,2025-04-15,Same Day,Cust-4242,Robert Frost,Consumer,West,Office Supplies,Labels,Re-Engineered Zero Tolerance Knowledge User,3358.52,7,0.45,394.46
Ca-834543,2024-09-04,2025-04-11,Same Day,Cust-5500,John Brown,Consumer,East,Furniture,Tables,Multi-Layered Local Internet Solution,3303.98,10,0.13,288.93
Ca-861836,2024-05-22,2025-04-30,Standard Class,Cust-6057,Katie Watkins,Consumer,Central,Furniture,Tables,Phased Logistical Moderator,1819.04,4,0.21,69.01
Ca-298458,2025-03-26,2025-05-04,Second Class,Cust-8780,Matthew Freeman,Home Office,West,Office Supplies,Storage,Re-Contextualized System-Worthy Standardization,2170.26,5,0.26,186.79
Ca-951003,2024-01-31,2025-04-21,Standard Class,Cust-3822,Paula Reynolds,Corporate,South,Office Supplies,Binders,Advanced Regional Task-Force,290.18,10,0.24,323.97
Ca-863604,2024-05-25,2025-04-15,Second Class,Cust-5023,Raymond Jackson,Corporate,Central,Technology,Computers,Centralized Holistic Info-Mediaries,4976.6,6,0.01,552.37
Ca-245667,2024-09-23,2025-04-25,Standard Class,Cust-8748,Stacey Knight,Home Office,South,Technology,Accessories,Reactive Tangible Complexity,680.52,9,0.42,188.51
Ca-588216,2024-05-08,2025-04-16,First Class,Cust-1936,Amber Schmidt,Consumer,Central,Technology,Machines,Integrated Well-Modulated Encoding,3510.13,1,0.08,685.95
Ca-529779,2023-12-05,2025-05-01,Standard Class,Cust-4860,Judy Walker,Home Office,West,Technology,Accessories,Devolved Executive Methodology,1346.2,10,0.2,957.19
Ca-430541,2023-12-17,2025-04-23,Same Day,Cust-1066,Elizabeth Ramirez,Corporate,South,Furniture,Furnishings,Inverse Bifurcated Migration,4261.78,7,0.23,597.13
Ca-333175,2024-03-06,2025-04-24,Standard Class,Cust-3094,Megan Owens,Home Office,East,Furniture,Chairs,Stand-Alone 3Rdgeneration Budgetary Management,4436.1,8,0.29,501.16
Ca-763328,2024-09-13,2025-04-15,Standard Class,Cust-1775,Sara Alvarez,Corporate,West,Technology,Phones,Networked User-Facing Orchestration,2647.49,4,0.11,74.26
Ca-518373,2024-12-12,2025-05-05,Same Day,Cust-5293,William Rogers,Corporate,East,Furniture,Furnishings,Persistent Intangible System Engine,2489.92,6,0.16,491.04
Ca-722986,2023-04-27,2025-04-24,Same Day,Cust-3442,Andrew Roberson,Corporate,East,Office Supplies,Paper,Cross-Platform Logistical Model,527.31,5,0.08,882.04
Ca-654865,2023-05-09,2025-05-02,Second Class,Cust-8012,Heather Smith,Consumer,East,Office Supplies,Binders,Proactive User-Facing Core,2595.17,7,0.06,-9.37
Ca-685640,2023-07-29,2025-05-08,Standard Class,Cust-1332,Joel Johnston,Corporate,South,Technology,Machines,Enhanced Multi-State Orchestration,2392.96,9,0.36,464.33
Ca-790666,2024-06-27,2025-04-15,First Class,Cust-6713,Margaret Diaz Dds,Corporate,South,Office Supplies,Storage,Persevering Bottom-Line Secured Line,2298.78,8,0.37,259.62
Ca-836955,2023-04-18,2025-04-19,First Class,Cust-9909,Shannon Adams,Consumer,Central,Office Supplies,Binders,Compatible Bottom-Line Orchestration,1870.73,3,0.22,361.58
Ca-504991,2024-06-05,2025-05-02,Second Class,Cust-2562,Valerie Stone,Home Office,East,Technology,Copiers,Customer-Focused Client-Driven Instruction Set,380.21,9,0.14,351.54
Ca-689914,2023-10-17,2025-04-19,Standard Class,Cust-7502,Jessica Hull,Corporate,West,Office Supplies,Binders,Persistent Incremental Initiative,4093.5,4,0.43,116.15
Ca-281393,2024-09-05,2025-04-13,First Class,Cust-9362,Megan Barrera,Home Office,South,Technology,Phones,Customer-Focused 24Hour Projection,2086.75,9,0.13,668.15
Ca-553492,2024-05-15,2025-04-20,Same Day,Cust-1349,Sherry Knight,Corporate,South,Furniture,Bookcases,Enterprise-Wide Human-Resource Instruction Set,2327.67,4,0.05,303.96
Ca-384486,2023-09-12,2025-04-21,Second Class,Cust-4261,Dawn Schaefer,Consumer,West,Technology,Accessories,Monitored Multi-Tasking Graphical User Interface,3151.63,5,0.4,639.31
Ca-773478,2024-06-22,2025-04-14,Second Class,Cust-4276,Thomas Munoz,Consumer,South,Furniture,Tables,Digitized Fresh-Thinking Extranet,3782.92,2,0.48,-6.62
Ca-973258,2023-12-05,2025-04-15,Standard Class,Cust-6833,Sean Perez,Home Office,South,Office Supplies,Binders,Reactive Content-Based Interface,1957.6,1,0.29,216.68
Ca-879086,2023-05-26,2025-04-30,Standard Class,Cust-5146,Dr. Steven Taylor,Consumer,East,Furniture,Furnishings,Persevering Homogeneous Hub,4124.58,3,0.39,336.85
Ca-387543,2023-11-26,2025-04-09,Standard Class,Cust-6892,Michelle Jenkins,Corporate,South,Office Supplies,Binders,Horizontal Demand-Driven Ability,4358.01,4,0.16,150.84
Ca-579634,2023-08-20,2025-04-17,First Class,Cust-2399,Deborah Schmidt,Consumer,South,Office Supplies,Paper,Exclusive Bi-Directional Database,3557.33,7,0.02,631.03
Ca-189528,2024-10-22,2025-04-20,Standard Class,Cust-8666,Elizabeth Baxter,Corporate,Central,Technology,Phones,Profound Web-Enabled Forecast,2302.15,5,0.32,-78.71
Ca-422474,2025-03-04,2025-04-19,First Class,Cust-5559,Mr. Scott Love,Corporate,West,Technology,Accessories,Synergistic Multi-State Workforce,3164.49,6,0.43,563.56
Ca-676614,2024-10-08,2025-04-29,Same Day,Cust-1463,Robert Valdez,Home Office,Central,Furniture,Chairs,Multi-Lateral 5Thgeneration Standardization,3553.33,5,0.1,546.2
Ca-477123,2024-09-12,2025-04-23,First Class,Cust-7958,Scott Jordan,Corporate,West,Office Supplies,Art,Team-Oriented Dynamic Superstructure,3502.41,10,0.39,689.19
Ca-760150,2024-02-16,2025-05-08,Standard Class,Cust-4701,Shawn Mcdonald,Corporate,Central,Furniture,Chairs,Up-Sized Systemic Hardware,3347.56,10,0.25,624.86
Ca-833613,2023-08-27,2025-04-29,Second Class,Cust-1595,Katherine Cameron,Consumer,Central,Furniture,Tables,Visionary 5Thgeneration Benchmark,1236.1,9,0.26,16.52
Ca-334414,2024-03-30,2025-05-04,Second Class,Cust-2530,Debra Banks,Corporate,West,Furniture,Furnishings,Synergized Dedicated Adapter,3159.68,2,0.34,109.09
Ca-566858,2025-01-21,2025-04-26,Second Class,Cust-9451,Jennifer Nguyen,Consumer,South,Technology,Accessories,Virtual Next Generation Access,2055.0,10,0.19,226.12
Ca-814987,2023-10-29,2025-05-06,First Class,Cust-5992,Timothy Martin,Corporate,South,Office Supplies,Labels,Enhanced Next Generation Extranet,4035.27,5,0.44,688.29
Ca-759951,2024-06-18,2025-04-27,Standard Class,Cust-2622,Brian Flores,Consumer,West,Office Supplies,Binders,Configurable Intangible Task-Force,4907.8,6,0.42,897.82
Ca-374877,2023-07-27,2025-04-23,First Class,Cust-1756,Jeffrey Johnson,Corporate,South,Technology,Phones,Versatile Web-Enabled Challenge,3452.69,4,0.06,527.82
Ca-430152,2025-02-13,2025-05-03,Same Day,Cust-2261,Cindy Douglas,Consumer,East,Furniture,Chairs,Secured Mobile Superstructure,4260.64,4,0.29,624.27
Ca-919454,2024-02-04,2025-04-09,Second Class,Cust-4476,Colleen Wilson,Home Office,Central,Technology,Computers,Profound Object-Oriented Groupware,2544.15,10,0.37,246.07
Ca-646433,2023-06-18,2025-04-18,Second Class,Cust-2176,Jason Fuller,Consumer,South,Office Supplies,Storage,Assimilated Empowering Paradigm,311.6,6,0.46,98.56
Ca-967024,2023-07-13,2025-04-22,First Class,Cust-9193,Paul Park,Corporate,East,Furniture,Furnishings,Sharable Radical Info-Mediaries,2950.27,6,0.25,671.53
Ca-781118,2023-09-06,2025-04-22,Same Day,Cust-1463,Tina Mendoza,Consumer,South,Furniture,Tables,Reduced Mobile Firmware,4591.25,5,0.27,110.28
Ca-319415,2025-02-09,2025-04-21,Second Class,Cust-3500,Jason Jennings,Home Office,East,Technology,Copiers,Re-Engineered 4Thgeneration Portal,3812.16,6,0.45,171.14
Ca-817731,2023-10-25,2025-05-06,Second Class,Cust-3364,Joseph Hoffman,Home Office,West,Technology,Phones,Horizontal Fresh-Thinking Process Improvement,1248.12,6,0.16,-67.82
Ca-925291,2023-05-08,2025-04-21,Second Class,Cust-3597,Laura Jenkins,Home Office,East,Office Supplies,Paper,Enhanced Homogeneous Synergy,4987.7,2,0.02,-5.18
Ca-204942,2024-09-20,2025-04-16,Same Day,Cust-3664,Whitney Payne,Consumer,Central,Furniture,Furnishings,Robust Maximized Time-Frame,351.28,10,0.17,-36.78
Ca-200965,2025-03-06,2025-05-06,Second Class,Cust-6972,Billy Martin,Home Office,South,Technology,Copiers,User-Friendly Empowering Methodology,2682.01,3,0.3,814.72
Ca-364146,2023-10-02,2025-05-03,First Class,Cust-9932,Megan Hall,Consumer,Central,Technology,Copiers,Configurable Non-Volatile Core,2431.04,5,0.14,531.21
Ca-766315,2024-03-20,2025-04-29,Standard Class,Cust-2896,Elizabeth Hoffman,Consumer,South,Technology,Machines,Programmable Coherent Solution,866.74,2,0.13,924.6
Ca-496256,2025-03-28,2025-04-29,First Class,Cust-7906,Drew Garcia,Corporate,East,Office Supplies,Labels,Cross-Group Heuristic Graphical User Interface,2930.21,4,0.37,413.29
Ca-851139,2025-02-28,2025-05-04,Same Day,Cust-6345,Jeffery Mcguire,Consumer,East,Office Supplies,Storage,Monitored Radical Policy,3455.47,9,0.26,361.78
Ca-704567,2025-02-05,2025-05-01,Standard Class,Cust-3428,Patricia Callahan,Home Office,West,Furniture,Bookcases,Cross-Platform Composite Standardization,2030.4,10,0.09,908.56
Ca-949205,2024-12-04,2025-04-28,Same Day,Cust-7072,Calvin Robinson,Corporate,East,Furniture,Furnishings,User-Centric Global Standardization,149.78,3,0.29,-76.9
Ca-240567,2025-03-05,2025-04-22,Standard Class,Cust-2485,Brooke Peters,Corporate,West,Technology,Machines,User-Centric Executive Hub,4529.4,6,0.34,167.34
Ca-872941,2024-06-06,2025-04-12,Standard Class,Cust-3637,Katie Franklin,Home Office,South,Furniture,Chairs,Multi-Channeled Directional Architecture,1868.77,10,0.24,75.56
Ca-980309,2025-03-28,2025-04-15,Second Class,Cust-2468,Cameron Lawrence,Corporate,Central,Office Supplies,Labels,Mandatory Bottom-Line Firmware,3425.91,4,0.05,953.86
Ca-714591,2024-11-23,2025-04-15,Same Day,Cust-6269,Jillian Ware,Corporate,East,Office Supplies,Art,Monitored Didactic Core,2746.32,8,0.21,65.09
Ca-123195,2023-08-24,2025-04-19,Standard Class,Cust-3272,Russell Myers,Home Office,East,Office Supplies,Art,User-Centric 4Thgeneration Flexibility,4423.18,8,0.28,734.43
Ca-106941,2023-08-13,2025-05-06,Second Class,Cust-8403,Gilbert Pearson,Home Office,West,Furniture,Chairs,Balanced Methodical Matrices,1502.16,10,0.41,521.97
Ca-673456,2025-01-18,2025-04-16,Second Class,Cust-1677,Paul Combs,Corporate,West,Technology,Copiers,Front-Line Logistical Toolset,2885.22,6,0.47,-83.13
Ca-267608,2025-03-08,2025-04-09,Standard Class,Cust-6094,Beverly Shields,Consumer,South,Technology,Accessories,Reduced Dedicated Capability,3895.57,4,0.03,177.81
Ca-160043,2023-05-03,2025-05-08,First Class,Cust-9345,Christopher Bush,Corporate,Central,Furniture,Bookcases,Inverse Upward-Trending Utilization,1003.93,4,0.01,320.08
Ca-995606,2025-02-26,2025-04-27,Second Class,Cust-5974,Meredith Frey,Corporate,East,Furniture,Chairs,Cross-Platform Discrete Graphical User Interface,3366.82,3,0.26,284.4
Ca-282834,2023-11-10,2025-04-21,Standard Class,Cust-5209,Patrick Sullivan Md,Home Office,Central,Technology,Computers,Fully-Configurable Interactive Paradigm,3769.1,10,0.44,987.86
Ca-875415,2024-06-28,2025-05-05,Same Day,Cust-3602,Kendra Giles,Home Office,East,Furniture,Bookcases,Synchronized Interactive Info-Mediaries,1735.95,8,0.18,52.95
Ca-168123,2024-07-29,2025-04-26,First Class,Cust-7658,Mr. James Stanley,Home Office,South,Office Supplies,Storage,Switchable Tangible Knowledgebase,469.99,8,0.31,222.11
Ca-170852,2025-02-25,2025-04-17,Second Class,Cust-1519,Adam Hale,Consumer,South,Technology,Accessories,Assimilated Mission-Critical Software,2690.15,10,0.41,539.1
Ca-438714,2024-11-29,2025-04-26,Second Class,Cust-1002,Chelsea Carpenter,Home Office,South,Technology,Machines,Switchable Interactive Algorithm,3494.11,7,0.31,858.37
Ca-832436,2024-07-19,2025-05-03,Same Day,Cust-2270,Ralph Garcia,Corporate,East,Furniture,Tables,Switchable Contextually-Based Open Architecture,4019.39,10,0.42,983.54
Ca-253008,2025-01-10,2025-05-08,Same Day,Cust-2041,Dustin Green,Home Office,East,Furniture,Chairs,Virtual Uniform Portal,1142.12,1,0.36,366.12
Ca-967634,2024-10-19,2025-04-20,First Class,Cust-6247,Christopher Page,Consumer,East,Technology,Copiers,Triple-Buffered Systemic Groupware,2519.8,6,0.47,427.71
Ca-878113,2024-09-10,2025-04-12,First Class,Cust-8356,Karen Perez,Consumer,East,Technology,Computers,Object-Based Multi-State Time-Frame,2703.48,3,0.11,-94.29
Ca-265064,2025-01-01,2025-04-29,Standard Class,Cust-1893,Barbara Mcneil,Consumer,East,Furniture,Bookcases,Intuitive System-Worthy Productivity,1341.52,8,0.05,32.68
Ca-960782,2025-03-18,2025-04-09,First Class,Cust-5161,Lori Rogers,Consumer,Central,Office Supplies,Storage,Self-Enabling Homogeneous Project,1907.91,6,0.48,604.14
Ca-773798,2023-12-08,2025-04-14,Standard Class,Cust-6271,Paul Rose,Consumer,West,Office Supplies,Paper,Multi-Lateral Global Approach,2296.18,2,0.29,10.4
Ca-265228,2024-12-09,2025-05-04,Same Day,Cust-8737,Jonathan Nielsen,Home Office,East,Technology,Computers,Organized Exuding Frame,2411.86,8,0.23,168.1
Ca-262110,2024-07-18,2025-04-13,Second Class,Cust-4009,Hannah Banks,Home Office,Central,Technology,Phones,Cross-Platform Systemic Array,4896.58,1,0.1,660.69
Ca-103846,2025-02-15,2025-04-16,Standard Class,Cust-2680,Jill Taylor,Corporate,West,Furniture,Tables,Seamless 3Rdgeneration Capability,389.53,2,0.45,278.46
Ca-759450,2023-08-09,2025-04-20,Same Day,Cust-6055,Jason Bradley,Consumer,East,Technology,Accessories,Ergonomic Dedicated Function,2274.48,6,0.42,791.87
Ca-866619,2023-06-22,2025-05-08,Same Day,Cust-4360,Mark Lloyd,Home Office,South,Furniture,Bookcases,Realigned Client-Driven Time-Frame,1584.43,3,0.08,438.95
Ca-888273,2023-07-16,2025-04-17,Standard Class,Cust-5171,Jennifer Thomas,Corporate,South,Office Supplies,Binders,Triple-Buffered Executive Support,3266.25,3,0.23,76.42
Ca-597077,2023-11-07,2025-04-23,Standard Class,Cust-1837,Kristin Rivera,Corporate,West,Furniture,Bookcases,Automated Interactive Interface,1357.87,6,0.46,-26.39
Ca-378452,2023-11-01,2025-04-12,First Class,Cust-2461,Susan Mosley,Home Office,Central,Office Supplies,Paper,Profound Bandwidth-Monitored Initiative,506.99,7,0.03,541.37
Ca-730153,2024-09-04,2025-04-13,Second Class,Cust-1993,Brad Walton,Corporate,East,Office Supplies,Binders,Phased Uniform Adapter,4244.16,8,0.17,727.88
Ca-944373,2023-06-10,2025-04-24,Same Day,Cust-9492,William Clark,Home Office,West,Furniture,Tables,Operative Logistical Installation,2446.77,8,0.35,943.95
Ca-547178,2023-08-23,2025-04-22,First Class,Cust-1465,Lawrence Walker,Home Office,East,Office Supplies,Paper,Self-Enabling Cohesive Encoding,2856.63,10,0.42,878.62
Ca-656635,2025-02-06,2025-04-18,Second Class,Cust-5912,Andre Gray,Corporate,West,Technology,Accessories,Persistent Needs-Based Hierarchy,3712.48,10,0.02,179.51
Ca-800547,2024-04-20,2025-05-05,Second Class,Cust-5811,Daniel White,Home Office,Central,Office Supplies,Storage,Streamlined Dedicated Access,2198.73,6,0.0,-73.42
Ca-552878,2024-11-06,2025-05-05,First Class,Cust-3629,Rebecca Pearson,Home Office,West,Technology,Accessories,Adaptive Demand-Driven Architecture,693.41,3,0.32,532.98
Ca-611838,2024-12-03,2025-04-09,Same Day,Cust-9562,Sharon Smith,Home Office,West,Office Supplies,Binders,Compatible Logistical Neural-Net,3257.68,10,0.26,654.44
Ca-263659,2023-11-03,2025-04-17,Standard Class,Cust-8815,Madison Hill,Consumer,South,Furniture,Bookcases,Stand-Alone Bifurcated Knowledgebase,3601.97,3,0.34,885.96
Ca-552283,2024-03-08,2025-05-06,First Class,Cust-5754,Brittany Richmond,Home Office,Central,Technology,Computers,Compatible Local Projection,1060.4,1,0.49,-94.96
Ca-454610,2024-05-04,2025-04-17,Standard Class,Cust-5542,Pamela Montoya,Home Office,East,Technology,Computers,Front-Line Bi-Directional Hardware,65.73,8,0.26,489.54
Ca-656108,2024-07-29,2025-04-25,First Class,Cust-5298,Christopher Durham,Home Office,South,Technology,Copiers,Visionary Modular Moderator,4062.62,4,0.16,816.49
Ca-800858,2023-10-30,2025-05-01,Standard Class,Cust-3385,Tyler Russell Dvm,Consumer,Central,Furniture,Furnishings,Stand-Alone Radical Info-Mediaries,4038.93,8,0.24,59.75
Ca-649774,2024-12-06,2025-04-14,Same Day,Cust-2285,Matthew May,Home Office,East,Office Supplies,Paper,Future-Proofed Grid-Enabled Monitoring,2155.9,8,0.02,465.08
Ca-373417,2025-03-09,2025-05-07,Standard Class,Cust-4973,Chelsea Crawford,Corporate,East,Technology,Computers,Profit-Focused Client-Driven Parallelism,2561.2,8,0.19,399.42
Ca-415108,2024-06-13,2025-04-22,Standard Class,Cust-4350,Michael Lewis,Consumer,East,Furniture,Furnishings,Compatible Client-Driven System Engine,2464.81,10,0.01,373.43
Ca-868684,2024-01-07,2025-04-29,Standard Class,Cust-8938,Diana Johnson,Consumer,West,Furniture,Furnishings,Exclusive Demand-Driven Support,2892.26,9,0.06,802.56
Ca-807459,2023-10-15,2025-04-25,Second Class,Cust-7449,Dr. Erin Jackson,Home Office,Central,Technology,Phones,Cloned Modular Standardization,1173.42,1,0.12,607.87
Ca-783030,2024-05-05,2025-04-18,Standard Class,Cust-8785,Kyle Meyer,Consumer,West,Technology,Copiers,Monitored Optimal Firmware,4680.06,8,0.26,-29.49
Ca-909036,2024-02-28,2025-05-06,First Class,Cust-6384,Ryan Jackson,Corporate,South,Technology,Computers,Multi-Channeled Contextually-Based System Engine,4461.7,8,0.29,-51.81
Ca-923444,2023-11-05,2025-04-26,Same Day,Cust-3208,Maria Newton,Corporate,South,Furniture,Chairs,Polarized Zero-Defect Interface,4825.3,3,0.43,469.48
Ca-185885,2024-09-16,2025-04-21,Second Class,Cust-6854,Yolanda Kelly,Consumer,South,Office Supplies,Art,Configurable Dedicated Application,4646.68,4,0.06,224.6
Ca-853141,2024-11-18,2025-05-08,Same Day,Cust-3505,Elijah Gomez,Home Office,East,Technology,Computers,Fundamental Heuristic Intranet,2552.61,6,0.11,966.56
Ca-307614,2024-04-23,2025-04-14,Standard Class,Cust-4046,Edward Pugh,Corporate,South,Furniture,Chairs,Programmable Encompassing Synergy,644.47,9,0.45,936.96
Ca-474025,2024-02-09,2025-04-12,Standard Class,Cust-6251,Jeffery Richardson,Consumer,Central,Technology,Computers,Ameliorated Foreground Process Improvement,3195.94,10,0.43,383.15
Ca-551307,2024-03-17,2025-04-24,Same Day,Cust-5839,Melinda Morales,Corporate,West,Furniture,Bookcases,Fully-Configurable Eco-Centric Definition,772.39,9,0.24,434.74
Ca-868246,2023-05-05,2025-05-06,Second Class,Cust-5710,Sarah Anderson,Home Office,Central,Office Supplies,Labels,Networked Radical Orchestration,1334.7,9,0.14,-24.97
Ca-119293,2024-02-27,2025-04-23,First Class,Cust-1534,Charles Green,Home Office,Central,Technology,Accessories,Public-Key High-Level Portal,298.52,4,0.15,601.57
Ca-866331,2025-03-30,2025-04-21,Standard Class,Cust-4842,Daniel Weiss,Corporate,South,Technology,Copiers,User-Friendly Non-Volatile Knowledgebase,4785.65,1,0.28,384.21
Ca-753777,2023-10-11,2025-04-24,First Class,Cust-5727,Jenny Austin,Home Office,East,Technology,Accessories,Polarized Client-Server Product,2612.94,4,0.3,789.62
Ca-336225,2024-07-02,2025-05-05,Standard Class,Cust-2332,Kelly Rios Dds,Corporate,Central,Office Supplies,Paper,User-Friendly Incremental Definition,3262.78,1,0.42,668.96
Ca-766408,2024-08-17,2025-04-12,Second Class,Cust-8804,James Hall,Corporate,East,Office Supplies,Art,Multi-Tiered Clear-Thinking Functionalities,1953.63,5,0.2,566.14
Ca-745850,2024-06-27,2025-05-05,First Class,Cust-2084,Haley Snyder,Consumer,West,Office Supplies,Paper,Triple-Buffered Coherent Utilization,2447.56,5,0.12,693.29
Ca-409828,2024-08-24,2025-04-20,Standard Class,Cust-4754,Carlos Williams,Corporate,South,Office Supplies,Binders,Profit-Focused Systemic Workforce,1315.36,6,0.09,879.25
Ca-216351,2023-07-11,2025-04-22,Second Class,Cust-7048,Victoria Contreras,Consumer,Central,Office Supplies,Binders,Synergized Non-Volatile Ability,4654.84,9,0.29,647.35
Ca-932946,2023-07-22,2025-04-19,Second Class,Cust-6139,Michelle Kim,Home Office,South,Technology,Machines,Adaptive Zero-Defect Support,4460.19,4,0.41,137.05
Ca-173874,2024-11-25,2025-04-16,First Class,Cust-7610,Robert Herrera,Corporate,West,Office Supplies,Paper,Monitored Executive Emulation,4512.34,8,0.01,369.9
Ca-126458,2023-08-18,2025-04-18,Standard Class,Cust-7449,Angela Graham,Consumer,West,Technology,Machines,Operative Secondary Protocol,2627.95,7,0.13,426.89
Ca-854912,2024-04-21,2025-05-08,Second Class,Cust-8872,John Russell,Home Office,South,Office Supplies,Binders,Configurable Eco-Centric Ability,4870.39,1,0.31,483.46
Ca-988335,2023-10-15,2025-04-25,Second Class,Cust-7367,Matthew Parker,Corporate,Central,Technology,Copiers,Re-Engineered Content-Based Pricing Structure,2292.46,6,0.45,391.7
Ca-772448,2025-02-17,2025-05-07,Same Day,Cust-6788,Christopher Riley,Home Office,South,Furniture,Chairs,De-Engineered Asymmetric Application,4580.71,9,0.25,775.63
Ca-451458,2023-09-16,2025-04-23,First Class,Cust-6665,Brett Burns,Home Office,South,Furniture,Bookcases,Digitized Multi-State Core,4738.96,10,0.05,524.31
Ca-783952,2025-01-04,2025-04-27,Second Class,Cust-1541,Arthur Mercado,Home Office,West,Technology,Accessories,Synergized Stable Matrix,2998.3,9,0.34,43.86
Ca-880015,2023-12-17,2025-04-30,Second Class,Cust-2423,Katrina Olsen,Corporate,West,Technology,Phones,Vision-Oriented Exuding Moratorium,3960.63,3,0.42,394.1
Ca-755525,2024-08-02,2025-04-19,Second Class,Cust-4405,Amanda Kemp,Corporate,Central,Furniture,Tables,Public-Key Tertiary Moratorium,1211.68,3,0.44,467.61
Ca-745454,2024-10-12,2025-04-24,Second Class,Cust-3004,Nathan Snyder,Home Office,East,Office Supplies,Labels,Inverse Systematic Paradigm,3795.17,8,0.28,25.55
Ca-159645,2024-01-22,2025-04-24,Standard Class,Cust-1834,Alyssa Smith,Home Office,Central,Furniture,Tables,Managed Intermediate Local Area Network,2432.69,10,0.11,292.83
Ca-839433,2024-07-08,2025-05-04,First Class,Cust-2960,Rebecca Perez,Corporate,West,Technology,Accessories,Organic Radical Conglomeration,4519.98,9,0.35,177.63
Ca-176465,2024-05-09,2025-04-09,Second Class,Cust-6475,Tammy Wise,Corporate,West,Technology,Accessories,Reactive Intangible Leverage,1065.69,2,0.01,965.74
Ca-486123,2025-01-31,2025-05-01,Same Day,Cust-2236,Edward Schneider,Corporate,East,Office Supplies,Storage,Profit-Focused Executive Architecture,1605.36,5,0.25,733.52
Ca-484332,2024-05-22,2025-05-07,First Class,Cust-4964,Austin Dunlap,Home Office,South,Technology,Copiers,Profit-Focused Intangible Infrastructure,326.0,10,0.03,-10.99
Ca-742495,2024-06-28,2025-04-18,Same Day,Cust-7450,Sharon Ward,Consumer,East,Technology,Accessories,Integrated Multi-State Projection,2683.05,8,0.18,-72.56
Ca-749496,2025-03-10,2025-05-03,Second Class,Cust-6956,Joy Stanley,Consumer,East,Furniture,Bookcases,Assimilated Cohesive Architecture,2616.68,9,0.03,943.88
Ca-434315,2025-04-04,2025-04-15,Standard Class,Cust-5010,Cassandra Chandler,Corporate,South,Furniture,Tables,User-Friendly Directional Architecture,4742.98,9,0.21,798.13
Ca-300990,2024-01-26,2025-04-27,Same Day,Cust-6803,Eric Curtis,Corporate,West,Technology,Accessories,Universal Intangible Implementation,3489.18,7,0.31,225.45
Ca-295012,2024-08-13,2025-04-18,Same Day,Cust-1821,Albert Davis,Home Office,East,Office Supplies,Art,Polarized 5Thgeneration Hub,2631.92,3,0.28,390.01
Ca-680537,2024-10-10,2025-04-13,Second Class,Cust-3056,Susan Fernandez,Home Office,Central,Furniture,Bookcases,Realigned Heuristic System Engine,680.39,8,0.36,870.61
Ca-610787,2023-06-23,2025-05-03,Same Day,Cust-5700,Adam Fowler,Consumer,South,Furniture,Chairs,Innovative Attitude-Oriented Analyzer,4565.5,10,0.03,45.64
Ca-794511,2024-09-03,2025-04-25,Standard Class,Cust-1573,Courtney Rios,Corporate,South,Furniture,Bookcases,De-Engineered Explicit Structure,1159.43,2,0.15,443.77
Ca-632271,2024-06-18,2025-04-20,Standard Class,Cust-3049,Jon Torres,Consumer,East,Furniture,Tables,Proactive Web-Enabled Conglomeration,2354.76,10,0.03,333.12
Ca-590926,2024-09-07,2025-04-16,First Class,Cust-6997,Austin York,Consumer,West,Furniture,Furnishings,Monitored Maximized Model,2362.32,8,0.15,2.52
Ca-940968,2024-12-19,2025-05-02,Second Class,Cust-2999,Julia Gomez,Consumer,West,Furniture,Chairs,Triple-Buffered Web-Enabled Task-Force,614.58,9,0.24,734.43
Ca-822449,2024-10-26,2025-05-07,Standard Class,Cust-1486,Alejandro Jackson Jr.,Home Office,Central,Furniture,Chairs,Reactive Logistical Solution,2096.06,1,0.38,673.83
